TS,VEJNAVN,ÅR,KATEGORI,ANTAL 8-9
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2020,CYKLER + KNALLERTER,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2020,CYKLER + KNALLERTER I ALT,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2020,LADCYKLER,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2020,LASTBILER,179
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2020,PERSONBILER + MC,5920
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2020,"VAREVOGNE (MAX. 3,5 t)",609
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,A+B: KØRETØJER I ALT,6517
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,A: LET TRAFIK I ALT,6277
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,B: TUNG TRAFIK I ALT,240
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,CYKLER + KNALLERTER,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,CYKLER + KNALLERTER I ALT,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,LADCYKLER,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,LASTBILER,205
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,PERSONBILER + MC,5615
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2021,"VAREVOGNE (MAX. 3,5 t)",662
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2022,A+B: KØRETØJER I ALT,5989
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2022,A: LET TRAFIK I ALT,5774
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2022,B: TUNG TRAFIK I ALT,215
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2022,CYKLER + KNALLERTER,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2022,CYKLER + KNALLERTER I ALT,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2022,LADCYKLER,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2022,LASTBILER,183
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2022,PERSONBILER + MC,5173
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2022,"VAREVOGNE (MAX. 3,5 t)",601
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2023,A+B: KØRETØJER I ALT,6755
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2023,A: LET TRAFIK I ALT,6560
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2023,B: TUNG TRAFIK I ALT,195
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2023,CYKLER + KNALLERTER,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2023,CYKLER + KNALLERTER I ALT,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2023,LADCYKLER,0
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2023,LASTBILER,166
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2023,PERSONBILER + MC,5948
31,LYNGBYVEJ n.f. Emdrupvej (Helsingørmotorvejen),2023,"VAREVOGNE (MAX. 3,5 t)",612
36,ROSKILDEVEJ s.f. Damhussøen,2013,A+B: KØRETØJER I ALT,3143
36,ROSKILDEVEJ s.f. Damhussøen,2013,A: LET TRAFIK I ALT,3007
36,ROSKILDEVEJ s.f. Damhussøen,2013,B: TUNG TRAFIK I ALT,136
36,ROSKILDEVEJ s.f. Damhussøen,2013,CYKLER + KNALLERTER,589
36,ROSKILDEVEJ s.f. Damhussøen,2013,CYKLER + KNALLERTER I ALT,593
36,ROSKILDEVEJ s.f. Damhussøen,2013,LADCYKLER,4
36,ROSKILDEVEJ s.f. Damhussøen,2013,LASTBILER,81
36,ROSKILDEVEJ s.f. Damhussøen,2013,PERSONBILER + MC,2380
36,ROSKILDEVEJ s.f. Damhussøen,2013,"VAREVOGNE (MAX. 3,5 t)",627
36,ROSKILDEVEJ s.f. Damhussøen,2014,A+B: KØRETØJER I ALT,3446
36,ROSKILDEVEJ s.f. Damhussøen,2014,A: LET TRAFIK I ALT,3328
36,ROSKILDEVEJ s.f. Damhussøen,2014,B: TUNG TRAFIK I ALT,118
36,ROSKILDEVEJ s.f. Damhussøen,2014,CYKLER + KNALLERTER,630
36,ROSKILDEVEJ s.f. Damhussøen,2014,CYKLER + KNALLERTER I ALT,635
36,ROSKILDEVEJ s.f. Damhussøen,2014,LADCYKLER,5
36,ROSKILDEVEJ s.f. Damhussøen,2014,LASTBILER,70
36,ROSKILDEVEJ s.f. Damhussøen,2014,PERSONBILER + MC,2717
36,ROSKILDEVEJ s.f. Damhussøen,2014,"VAREVOGNE (MAX. 3,5 t)",611
36,ROSKILDEVEJ s.f. Damhussøen,2015,A+B: KØRETØJER I ALT,3704
36,ROSKILDEVEJ s.f. Damhussøen,2015,A: LET TRAFIK I ALT,3573
36,ROSKILDEVEJ s.f. Damhussøen,2015,B: TUNG TRAFIK I ALT,131
36,ROSKILDEVEJ s.f. Damhussøen,2015,CYKLER + KNALLERTER,747
36,ROSKILDEVEJ s.f. Damhussøen,2015,CYKLER + KNALLERTER I ALT,760
36,ROSKILDEVEJ s.f. Damhussøen,2015,LADCYKLER,13
36,ROSKILDEVEJ s.f. Damhussøen,2015,LASTBILER,82
36,ROSKILDEVEJ s.f. Damhussøen,2015,PERSONBILER + MC,2928
36,ROSKILDEVEJ s.f. Damhussøen,2015,"VAREVOGNE (MAX. 3,5 t)",645
36,ROSKILDEVEJ s.f. Damhussøen,2016,A+B: KØRETØJER I ALT,3599
36,ROSKILDEVEJ s.f. Damhussøen,2016,A: LET TRAFIK I ALT,3470
36,ROSKILDEVEJ s.f. Damhussøen,2016,B: TUNG TRAFIK I ALT,129
36,ROSKILDEVEJ s.f. Damhussøen,2016,CYKLER + KNALLERTER,389
36,ROSKILDEVEJ s.f. Damhussøen,2016,CYKLER + KNALLERTER I ALT,390
36,ROSKILDEVEJ s.f. Damhussøen,2016,LADCYKLER,1
36,ROSKILDEVEJ s.f. Damhussøen,2016,LASTBILER,74
36,ROSKILDEVEJ s.f. Damhussøen,2016,PERSONBILER + MC,2859
36,ROSKILDEVEJ s.f. Damhussøen,2016,"VAREVOGNE (MAX. 3,5 t)",611
36,ROSKILDEVEJ s.f. Damhussøen,2017,A+B: KØRETØJER I ALT,3300
36,ROSKILDEVEJ s.f. Damhussøen,2017,A: LET TRAFIK I ALT,3168
36,ROSKILDEVEJ s.f. Damhussøen,2017,B: TUNG TRAFIK I ALT,132
36,ROSKILDEVEJ s.f. Damhussøen,2017,CYKLER + KNALLERTER,622
36,ROSKILDEVEJ s.f. Damhussøen,2017,CYKLER + KNALLERTER I ALT,624
36,ROSKILDEVEJ s.f. Damhussøen,2017,LADCYKLER,2
36,ROSKILDEVEJ s.f. Damhussøen,2017,LASTBILER,83
36,ROSKILDEVEJ s.f. Damhussøen,2017,PERSONBILER + MC,2563
36,ROSKILDEVEJ s.f. Damhussøen,2017,"VAREVOGNE (MAX. 3,5 t)",605
36,ROSKILDEVEJ s.f. Damhussøen,2018,A+B: KØRETØJER I ALT,2313
36,ROSKILDEVEJ s.f. Damhussøen,2018,A: LET TRAFIK I ALT,2196
36,ROSKILDEVEJ s.f. Damhussøen,2018,B: TUNG TRAFIK I ALT,117
36,ROSKILDEVEJ s.f. Damhussøen,2018,CYKLER + KNALLERTER,743
36,ROSKILDEVEJ s.f. Damhussøen,2018,CYKLER + KNALLERTER I ALT,747
36,ROSKILDEVEJ s.f. Damhussøen,2018,LADCYKLER,4
36,ROSKILDEVEJ s.f. Damhussøen,2018,LASTBILER,71
36,ROSKILDEVEJ s.f. Damhussøen,2018,PERSONBILER + MC,1781
36,ROSKILDEVEJ s.f. Damhussøen,2018,"VAREVOGNE (MAX. 3,5 t)",415
36,ROSKILDEVEJ s.f. Damhussøen,2019,A+B: KØRETØJER I ALT,3300
36,ROSKILDEVEJ s.f. Damhussøen,2019,A: LET TRAFIK I ALT,3178
36,ROSKILDEVEJ s.f. Damhussøen,2019,B: TUNG TRAFIK I ALT,122
36,ROSKILDEVEJ s.f. Damhussøen,2019,CYKLER + KNALLERTER,639
36,ROSKILDEVEJ s.f. Damhussøen,2019,CYKLER + KNALLERTER I ALT,649
36,ROSKILDEVEJ s.f. Damhussøen,2019,LADCYKLER,10
36,ROSKILDEVEJ s.f. Damhussøen,2019,LASTBILER,74
36,ROSKILDEVEJ s.f. Damhussøen,2019,PERSONBILER + MC,2587
36,ROSKILDEVEJ s.f. Damhussøen,2019,"VAREVOGNE (MAX. 3,5 t)",591
36,ROSKILDEVEJ s.f. Damhussøen,2020,A+B: KØRETØJER I ALT,2701
36,ROSKILDEVEJ s.f. Damhussøen,2020,A: LET TRAFIK I ALT,2624
36,ROSKILDEVEJ s.f. Damhussøen,2020,B: TUNG TRAFIK I ALT,77
36,ROSKILDEVEJ s.f. Damhussøen,2020,CYKLER + KNALLERTER,770
36,ROSKILDEVEJ s.f. Damhussøen,2020,CYKLER + KNALLERTER I ALT,776
36,ROSKILDEVEJ s.f. Damhussøen,2020,LADCYKLER,6
36,ROSKILDEVEJ s.f. Damhussøen,2020,LASTBILER,39
36,ROSKILDEVEJ s.f. Damhussøen,2020,PERSONBILER + MC,2189
36,ROSKILDEVEJ s.f. Damhussøen,2020,"VAREVOGNE (MAX. 3,5 t)",435
36,ROSKILDEVEJ s.f. Damhussøen,2021,A+B: KØRETØJER I ALT,2867
36,ROSKILDEVEJ s.f. Damhussøen,2021,A: LET TRAFIK I ALT,2779
36,ROSKILDEVEJ s.f. Damhussøen,2021,B: TUNG TRAFIK I ALT,88
36,ROSKILDEVEJ s.f. Damhussøen,2021,CYKLER + KNALLERTER,583
36,ROSKILDEVEJ s.f. Damhussøen,2021,CYKLER + KNALLERTER I ALT,601
36,ROSKILDEVEJ s.f. Damhussøen,2021,LADCYKLER,18
36,ROSKILDEVEJ s.f. Damhussøen,2021,LASTBILER,44
36,ROSKILDEVEJ s.f. Damhussøen,2021,PERSONBILER + MC,2218
36,ROSKILDEVEJ s.f. Damhussøen,2021,"VAREVOGNE (MAX. 3,5 t)",561
36,ROSKILDEVEJ s.f. Damhussøen,2022,A+B: KØRETØJER I ALT,3048
36,ROSKILDEVEJ s.f. Damhussøen,2022,A: LET TRAFIK I ALT,2957
36,ROSKILDEVEJ s.f. Damhussøen,2022,B: TUNG TRAFIK I ALT,91
36,ROSKILDEVEJ s.f. Damhussøen,2022,CYKLER + KNALLERTER,730
36,ROSKILDEVEJ s.f. Damhussøen,2022,CYKLER + KNALLERTER I ALT,760
36,ROSKILDEVEJ s.f. Damhussøen,2022,LADCYKLER,30
36,ROSKILDEVEJ s.f. Damhussøen,2022,LASTBILER,48
36,ROSKILDEVEJ s.f. Damhussøen,2022,PERSONBILER + MC,2405
36,ROSKILDEVEJ s.f. Damhussøen,2022,"VAREVOGNE (MAX. 3,5 t)",552
36,ROSKILDEVEJ s.f. Damhussøen,2023,A+B: KØRETØJER I ALT,2802
36,ROSKILDEVEJ s.f. Damhussøen,2023,A: LET TRAFIK I ALT,2721
36,ROSKILDEVEJ s.f. Damhussøen,2023,B: TUNG TRAFIK I ALT,81
36,ROSKILDEVEJ s.f. Damhussøen,2023,CYKLER + KNALLERTER,725
36,ROSKILDEVEJ s.f. Damhussøen,2023,CYKLER + KNALLERTER I ALT,761
36,ROSKILDEVEJ s.f. Damhussøen,2023,LADCYKLER,36
36,ROSKILDEVEJ s.f. Damhussøen,2023,LASTBILER,47
36,ROSKILDEVEJ s.f. Damhussøen,2023,PERSONBILER + MC,2343
36,ROSKILDEVEJ s.f. Damhussøen,2023,"VAREVOGNE (MAX. 3,5 t)",378
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2013,A+B: KØRETØJER I ALT,1543
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2013,A: LET TRAFIK I ALT,1501
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2013,B: TUNG TRAFIK I ALT,42
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2013,CYKLER + KNALLERTER,209
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2013,CYKLER + KNALLERTER I ALT,215
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2013,LADCYKLER,6
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2013,LASTBILER,34
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2013,PERSONBILER + MC,1241
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2013,"VAREVOGNE (MAX. 3,5 t)",260
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2014,A+B: KØRETØJER I ALT,1569
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2014,A: LET TRAFIK I ALT,1520
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2014,B: TUNG TRAFIK I ALT,49
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2014,CYKLER + KNALLERTER,253
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2014,CYKLER + KNALLERTER I ALT,255
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2014,LADCYKLER,2
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2014,LASTBILER,38
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2014,PERSONBILER + MC,1277
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2014,"VAREVOGNE (MAX. 3,5 t)",243
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2015,A+B: KØRETØJER I ALT,1389
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2015,A: LET TRAFIK I ALT,1360
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2015,B: TUNG TRAFIK I ALT,29
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2015,CYKLER + KNALLERTER,253
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2015,CYKLER + KNALLERTER I ALT,259
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2015,LADCYKLER,6
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2015,LASTBILER,19
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2015,PERSONBILER + MC,1151
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2015,"VAREVOGNE (MAX. 3,5 t)",209
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,A+B: KØRETØJER I ALT,1332
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,A: LET TRAFIK I ALT,1293
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,B: TUNG TRAFIK I ALT,39
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,CYKLER + KNALLERTER,296
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,CYKLER + KNALLERTER I ALT,297
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,LADCYKLER,1
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,LASTBILER,30
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,PERSONBILER + MC,1072
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2016,"VAREVOGNE (MAX. 3,5 t)",221
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,A+B: KØRETØJER I ALT,1298
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,A: LET TRAFIK I ALT,1267
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,B: TUNG TRAFIK I ALT,31
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,CYKLER + KNALLERTER,169
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,CYKLER + KNALLERTER I ALT,171
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,LADCYKLER,2
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,LASTBILER,23
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,PERSONBILER + MC,1068
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2017,"VAREVOGNE (MAX. 3,5 t)",199
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,A+B: KØRETØJER I ALT,1340
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,A: LET TRAFIK I ALT,1312
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,B: TUNG TRAFIK I ALT,28
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,CYKLER + KNALLERTER,253
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,CYKLER + KNALLERTER I ALT,267
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,LADCYKLER,14
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,LASTBILER,20
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,PERSONBILER + MC,1062
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2018,"VAREVOGNE (MAX. 3,5 t)",250
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,A+B: KØRETØJER I ALT,1206
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,A: LET TRAFIK I ALT,1181
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,B: TUNG TRAFIK I ALT,25
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,CYKLER + KNALLERTER,164
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,CYKLER + KNALLERTER I ALT,175
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,LADCYKLER,11
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,LASTBILER,20
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,PERSONBILER + MC,953
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2019,"VAREVOGNE (MAX. 3,5 t)",228
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,A+B: KØRETØJER I ALT,734
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,A: LET TRAFIK I ALT,712
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,B: TUNG TRAFIK I ALT,22
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,CYKLER + KNALLERTER,274
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,CYKLER + KNALLERTER I ALT,286
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,LADCYKLER,12
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,LASTBILER,14
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,PERSONBILER + MC,575
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2020,"VAREVOGNE (MAX. 3,5 t)",137
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,A+B: KØRETØJER I ALT,1051
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,A: LET TRAFIK I ALT,1027
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,B: TUNG TRAFIK I ALT,24
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,CYKLER + KNALLERTER,234
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,CYKLER + KNALLERTER I ALT,253
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,LADCYKLER,19
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,LASTBILER,16
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,PERSONBILER + MC,859
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2021,"VAREVOGNE (MAX. 3,5 t)",168
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2022,A+B: KØRETØJER I ALT,1299
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2022,A: LET TRAFIK I ALT,1268
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2022,B: TUNG TRAFIK I ALT,31
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2022,CYKLER + KNALLERTER,287
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2022,CYKLER + KNALLERTER I ALT,298
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2022,LADCYKLER,11
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2022,LASTBILER,24
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2022,PERSONBILER + MC,1048
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2022,"VAREVOGNE (MAX. 3,5 t)",220
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2023,A+B: KØRETØJER I ALT,1764
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2023,A: LET TRAFIK I ALT,1728
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2023,B: TUNG TRAFIK I ALT,36
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2023,CYKLER + KNALLERTER,297
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2023,CYKLER + KNALLERTER I ALT,320
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2023,LADCYKLER,23
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2023,LASTBILER,26
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2023,PERSONBILER + MC,1390
40,SLOTSHERRENSVEJ 139 ø.f. Søndervigvej,2023,"VAREVOGNE (MAX. 3,5 t)",338
43,STRANDVEJEN 119 s.f. Tuborgvej,2013,A+B: KØRETØJER I ALT,2254
43,STRANDVEJEN 119 s.f. Tuborgvej,2013,A: LET TRAFIK I ALT,2101
43,STRANDVEJEN 119 s.f. Tuborgvej,2013,B: TUNG TRAFIK I ALT,153
43,STRANDVEJEN 119 s.f. Tuborgvej,2013,CYKLER + KNALLERTER,673
43,STRANDVEJEN 119 s.f. Tuborgvej,2013,CYKLER + KNALLERTER I ALT,688
43,STRANDVEJEN 119 s.f. Tuborgvej,2013,LADCYKLER,15
43,STRANDVEJEN 119 s.f. Tuborgvej,2013,LASTBILER,123
43,STRANDVEJEN 119 s.f. Tuborgvej,2013,PERSONBILER + MC,1848
43,STRANDVEJEN 119 s.f. Tuborgvej,2013,"VAREVOGNE (MAX. 3,5 t)",253
43,STRANDVEJEN 119 s.f. Tuborgvej,2014,A+B: KØRETØJER I ALT,2535
43,STRANDVEJEN 119 s.f. Tuborgvej,2014,A: LET TRAFIK I ALT,2389
43,STRANDVEJEN 119 s.f. Tuborgvej,2014,B: TUNG TRAFIK I ALT,146
43,STRANDVEJEN 119 s.f. Tuborgvej,2014,CYKLER + KNALLERTER,880
43,STRANDVEJEN 119 s.f. Tuborgvej,2014,CYKLER + KNALLERTER I ALT,900
43,STRANDVEJEN 119 s.f. Tuborgvej,2014,LADCYKLER,20
43,STRANDVEJEN 119 s.f. Tuborgvej,2014,LASTBILER,114
43,STRANDVEJEN 119 s.f. Tuborgvej,2014,PERSONBILER + MC,2123
43,STRANDVEJEN 119 s.f. Tuborgvej,2014,"VAREVOGNE (MAX. 3,5 t)",266
43,STRANDVEJEN 119 s.f. Tuborgvej,2015,A+B: KØRETØJER I ALT,2074
43,STRANDVEJEN 119 s.f. Tuborgvej,2015,A: LET TRAFIK I ALT,1911
43,STRANDVEJEN 119 s.f. Tuborgvej,2015,B: TUNG TRAFIK I ALT,163
43,STRANDVEJEN 119 s.f. Tuborgvej,2015,CYKLER + KNALLERTER,1022
43,STRANDVEJEN 119 s.f. Tuborgvej,2015,CYKLER + KNALLERTER I ALT,1036
43,STRANDVEJEN 119 s.f. Tuborgvej,2015,LADCYKLER,14
43,STRANDVEJEN 119 s.f. Tuborgvej,2015,LASTBILER,125
43,STRANDVEJEN 119 s.f. Tuborgvej,2015,PERSONBILER + MC,1671
43,STRANDVEJEN 119 s.f. Tuborgvej,2015,"VAREVOGNE (MAX. 3,5 t)",240
43,STRANDVEJEN 119 s.f. Tuborgvej,2016,A+B: KØRETØJER I ALT,2489
43,STRANDVEJEN 119 s.f. Tuborgvej,2016,A: LET TRAFIK I ALT,2348
43,STRANDVEJEN 119 s.f. Tuborgvej,2016,B: TUNG TRAFIK I ALT,141
43,STRANDVEJEN 119 s.f. Tuborgvej,2016,CYKLER + KNALLERTER,902
43,STRANDVEJEN 119 s.f. Tuborgvej,2016,CYKLER + KNALLERTER I ALT,922
43,STRANDVEJEN 119 s.f. Tuborgvej,2016,LADCYKLER,20
43,STRANDVEJEN 119 s.f. Tuborgvej,2016,LASTBILER,106
43,STRANDVEJEN 119 s.f. Tuborgvej,2016,PERSONBILER + MC,2099
43,STRANDVEJEN 119 s.f. Tuborgvej,2016,"VAREVOGNE (MAX. 3,5 t)",249
43,STRANDVEJEN 119 s.f. Tuborgvej,2017,A+B: KØRETØJER I ALT,1982
43,STRANDVEJEN 119 s.f. Tuborgvej,2017,A: LET TRAFIK I ALT,1865
43,STRANDVEJEN 119 s.f. Tuborgvej,2017,B: TUNG TRAFIK I ALT,117
43,STRANDVEJEN 119 s.f. Tuborgvej,2017,CYKLER + KNALLERTER,983
43,STRANDVEJEN 119 s.f. Tuborgvej,2017,CYKLER + KNALLERTER I ALT,1009
43,STRANDVEJEN 119 s.f. Tuborgvej,2017,LADCYKLER,26
43,STRANDVEJEN 119 s.f. Tuborgvej,2017,LASTBILER,85
43,STRANDVEJEN 119 s.f. Tuborgvej,2017,PERSONBILER + MC,1651
43,STRANDVEJEN 119 s.f. Tuborgvej,2017,"VAREVOGNE (MAX. 3,5 t)",214
43,STRANDVEJEN 119 s.f. Tuborgvej,2018,A+B: KØRETØJER I ALT,1554
43,STRANDVEJEN 119 s.f. Tuborgvej,2018,A: LET TRAFIK I ALT,1498
43,STRANDVEJEN 119 s.f. Tuborgvej,2018,B: TUNG TRAFIK I ALT,56
43,STRANDVEJEN 119 s.f. Tuborgvej,2018,CYKLER + KNALLERTER,1344
43,STRANDVEJEN 119 s.f. Tuborgvej,2018,CYKLER + KNALLERTER I ALT,1383
43,STRANDVEJEN 119 s.f. Tuborgvej,2018,LADCYKLER,39
43,STRANDVEJEN 119 s.f. Tuborgvej,2018,LASTBILER,27
43,STRANDVEJEN 119 s.f. Tuborgvej,2018,PERSONBILER + MC,1308
43,STRANDVEJEN 119 s.f. Tuborgvej,2018,"VAREVOGNE (MAX. 3,5 t)",190
43,STRANDVEJEN 119 s.f. Tuborgvej,2019,A+B: KØRETØJER I ALT,1510
43,STRANDVEJEN 119 s.f. Tuborgvej,2019,A: LET TRAFIK I ALT,1450
43,STRANDVEJEN 119 s.f. Tuborgvej,2019,B: TUNG TRAFIK I ALT,60
43,STRANDVEJEN 119 s.f. Tuborgvej,2019,CYKLER + KNALLERTER,1192
43,STRANDVEJEN 119 s.f. Tuborgvej,2019,CYKLER + KNALLERTER I ALT,1237
